dteday,hr,casual,registered,temp_c,feels_like_c,hum,windspeed,weathersit,season,holiday,workingday
6/13/2012,21.0,79,312,22.9,22.9,0.43670000000000003,21.9,1,2,0,1
6/13/2012,22.0,29,208,21.8,21.8,0.5045000000000001,18.8,1,2,0,1
6/13/2012,23.0,25,126,21.5,21.5,0.5149,17.3,1,2,0,1
6/14/2012,0.0,3,45,20.7,20.7,0.542,18.8,1,2,0,1
6/14/2012,1.0,4,16,20.4,20.4,0.5748,13.8,1,2,0,1
6/14/2012,2.0,1,8,21.4,21.4,0.5407,15.3,2,2,0,1
6/14/2012,3.0,1,4,21.5,21.5,0.5393,17.0,2,2,0,1
6/14/2012,4.0,0,6,20.9,20.9,0.562,15.5,2,2,0,1
6/14/2012,5.0,0,40,20.6,20.6,0.5714,15.3,2,2,0,1
6/14/2012,6.0,12,169,19.8,19.8,0.6004999999999999,16.8,1,2,0,1
6/14/2012,7.0,26,476,20.4,20.4,0.5929,14.9,1,2,0,1
6/14/2012,8.0,37,669,20.6,20.6,0.626,16.7,2,2,0,1
6/14/2012,9.0,45,307,22.0,22.0,0.6154999999999999,14.0,1,2,0,1
6/14/2012,10.0,47,131,23.1,23.1,0.6339,25.1,1,2,0,1
6/14/2012,11.0,60,168,23.8,23.8,0.5813,15.2,2,2,0,1
6/14/2012,12.0,55,207,24.1,24.1,0.5993999999999999,13.5,2,2,0,1
6/14/2012,13.0,71,212,24.9,24.9,0.5711999999999999,10.7,1,2,0,1
6/14/2012,14.0,83,211,25.8,25.8,0.5424,16.4,1,2,0,1
6/14/2012,15.0,111,211,27.4,27.8,0.4947,19.2,1,2,0,1
6/14/2012,16.0,70,364,26.8,27.3,0.5226,17.1,1,2,0,1
6/14/2012,17.0,117,744,26.8,27.2,0.4882,14.5,1,2,0,1
6/14/2012,18.0,107,709,27.5,27.5,0.451,12.8,1,2,0,1
6/14/2012,19.0,96,477,25.8,25.8,0.4968,15.8,1,2,0,1
6/14/2012,20.0,84,350,23.9,23.9,0.6409,15.2,1,2,0,1
6/14/2012,21.0,67,267,22.9,22.9,0.6565000000000001,10.8,1,2,0,1
6/14/2012,22.0,45,194,22.5,22.5,0.6684,14.0,2,2,0,1
6/14/2012,23.0,36,136,21.7,21.7,0.6917,10.1,2,2,0,1
6/15/2012,0.0,26,67,20.7,20.7,0.7364,9.9,1,2,0,1
6/15/2012,1.0,9,42,19.7,19.7,0.7784,11.6,1,2,0,1
6/15/2012,2.0,0,14,18.8,18.8,0.8220999999999999,8.2,2,2,0,1
6/15/2012,3.0,2,3,18.5,18.5,0.8412000000000001,10.1,1,2,0,1
6/15/2012,4.0,1,12,18.4,18.4,0.8449,10.1,1,2,0,1
6/15/2012,5.0,2,31,17.7,17.7,0.8808,6.7,1,2,0,1
6/15/2012,6.0,9,140,17.4,17.4,0.8542000000000001,8.2,1,2,0,1
6/15/2012,7.0,17,407,18.7,18.7,0.8329000000000001,10.1,1,2,0,1
6/15/2012,8.0,44,604,20.6,20.6,0.7118000000000001,10.5,1,2,0,1
6/15/2012,9.0,58,301,21.7,21.7,0.6557999999999999,10.2,1,2,0,1
6/15/2012,10.0,56,158,22.8,22.8,0.5804,10.9,1,2,0,1
6/15/2012,11.0,106,177,24.1,24.1,0.5042,11.6,1,2,0,1
6/15/2012,12.0,111,288,25.5,25.5,0.45799999999999996,11.3,1,2,0,1
6/15/2012,13.0,121,266,25.9,25.9,0.4227,16.5,1,2,0,1
6/15/2012,14.0,121,249,26.6,26.6,0.40490000000000004,12.5,1,2,0,1
6/15/2012,15.0,107,269,26.5,26.5,0.387,9.7,1,2,0,1
6/15/2012,16.0,132,420,26.6,26.6,0.38280000000000003,13.7,1,2,0,1
6/15/2012,17.0,125,689,27.4,27.1,0.3823,16.5,1,2,0,1
6/15/2012,18.0,121,564,26.6,26.6,0.39890000000000003,13.7,1,2,0,1
6/15/2012,19.0,98,363,25.8,25.8,0.4254,10.5,1,2,0,1
6/15/2012,20.0,89,292,24.7,24.7,0.4568,11.9,1,2,0,1
6/15/2012,21.0,83,248,23.2,23.2,0.5296,6.9,1,2,0,1
6/15/2012,22.0,79,239,22.1,22.1,0.573,8.7,1,2,0,1
6/15/2012,23.0,46,175,21.0,21.0,0.5685,14.2,1,2,0,1
6/16/2012,0.0,25,108,19.3,19.3,0.5981000000000001,8.4,1,2,0,0
6/16/2012,1.0,16,75,18.5,18.5,0.589,0.8,1,2,0,0
6/16/2012,2.0,12,54,19.0,19.0,0.5727,0.0,1,2,0,0
6/16/2012,3.0,8,19,18.3,18.3,0.6335000000000001,4.5,1,2,0,0
6/16/2012,4.0,3,5,17.1,17.1,0.7034,7.8,1,2,0,0
6/16/2012,5.0,2,20,17.3,17.3,0.7121,6.3,1,2,0,0
6/16/2012,6.0,11,34,17.1,17.1,0.7190000000000001,11.4,1,2,0,0
6/16/2012,7.0,10,68,17.5,17.5,0.7091,11.2,1,2,0,0
6/16/2012,8.0,47,156,19.8,19.8,0.6509999999999999,10.2,1,2,0,0
6/16/2012,9.0,88,275,20.9,20.9,0.5987,4.9,1,2,0,0
6/16/2012,10.0,139,291,22.7,22.7,0.4692,11.7,1,2,0,0
6/16/2012,11.0,213,352,23.9,23.9,0.3982,11.5,1,2,0,0
6/16/2012,12.0,254,342,24.9,24.9,0.40369999999999995,8.3,1,2,0,0
6/16/2012,13.0,293,322,26.6,26.6,0.3577,11.5,1,2,0,0
6/16/2012,14.0,263,305,26.7,26.5,0.3676,14.1,1,2,0,0
6/16/2012,15.0,295,283,27.8,27.2,0.3472,15.9,1,2,0,0
6/16/2012,16.0,237,301,26.9,26.6,0.3669,8.2,1,2,0,0
6/16/2012,17.0,245,346,27.0,26.7,0.3704,16.4,2,2,0,0
6/16/2012,18.0,255,307,26.7,26.6,0.3759,14.4,2,2,0,0
6/16/2012,19.0,185,276,25.4,25.4,0.4278,12.5,1,2,0,0
6/16/2012,20.0,123,226,23.8,23.8,0.4771,11.7,1,2,0,0
6/16/2012,21.0,98,186,22.2,22.2,0.5333,13.5,1,2,0,0
6/16/2012,22.0,91,185,21.4,21.4,0.551,18.8,1,2,0,0
6/16/2012,23.0,49,132,20.9,20.9,0.5293,19.5,1,2,0,0
6/17/2012,0.0,31,117,18.8,18.8,0.5722,9.1,1,2,0,0
6/17/2012,1.0,21,66,18.4,18.4,0.6139,9.9,1,2,0,0
6/17/2012,2.0,19,55,18.5,18.5,0.58,4.9,1,2,0,0
6/17/2012,3.0,6,22,17.7,17.7,0.6547,6.9,1,2,0,0
6/17/2012,4.0,2,16,17.0,17.0,0.6792,4.5,1,2,0,0
6/17/2012,5.0,4,13,16.7,16.7,0.7159,8.4,1,2,0,0
6/17/2012,6.0,7,16,16.0,16.0,0.7490000000000001,6.7,1,2,0,0
6/17/2012,7.0,18,29,16.5,16.5,0.7556999999999999,5.1,1,2,0,0
6/17/2012,8.0,24,95,18.6,18.6,0.7103,14.9,1,2,0,0
6/17/2012,9.0,91,183,18.8,18.8,0.698,10.9,1,2,0,0
6/17/2012,10.0,148,285,20.0,20.0,0.6536,7.7,1,2,0,0
6/17/2012,11.0,195,340,21.0,21.0,0.612,0.2,1,2,0,0
6/17/2012,12.0,262,344,22.1,22.1,0.5622,0.7,1,2,0,0
6/17/2012,13.0,267,340,22.9,22.9,0.5442,10.8,1,2,0,0
6/17/2012,14.0,255,318,23.1,23.1,0.537,9.2,1,2,0,0
6/17/2012,15.0,203,258,23.8,23.8,0.5224,14.3,1,2,0,0
6/17/2012,16.0,240,330,23.8,23.8,0.5463,19.3,1,2,0,0
6/17/2012,17.0,232,359,23.1,23.1,0.5607,14.3,1,2,0,0
6/17/2012,18.0,204,308,23.1,23.1,0.527,13.3,1,2,0,0
6/17/2012,19.0,146,239,22.7,22.7,0.5393,11.3,1,2,0,0
6/17/2012,20.0,101,198,22.0,22.0,0.5661,12.5,1,2,0,0
6/17/2012,21.0,76,166,21.1,21.1,0.602,11.4,1,2,0,0
6/17/2012,22.0,55,96,20.1,20.1,0.648,12.2,1,2,0,0
6/17/2012,23.0,29,77,19.3,19.3,0.6738,11.6,1,2,0,0
6/18/2012,0.0,12,28,18.5,18.5,0.748,14.9,1,2,0,1
6/18/2012,1.0,9,5,17.7,17.7,0.7879,13.8,1,2,0,1
6/18/2012,2.0,3,6,17.5,17.5,0.8108,12.9,1,2,0,1
6/18/2012,3.0,1,3,17.6,17.6,0.7967,12.0,2,2,0,1
6/18/2012,4.0,0,9,16.8,16.8,0.8331000000000001,14.4,1,2,0,1
6/18/2012,5.0,1,21,17.4,17.4,0.7983,10.5,1,2,0,1
6/18/2012,6.0,0,37,16.8,16.8,0.8823000000000001,8.2,3,2,0,1
6/18/2012,7.0,10,135,16.8,16.8,0.9256,13.7,3,2,0,1
6/18/2012,8.0,27,443,17.9,17.9,0.8327,12.3,2,2,0,1
6/18/2012,9.0,28,217,17.9,17.9,0.8341,13.4,2,2,0,1
6/18/2012,10.0,13,77,18.1,18.1,0.8645,12.5,3,2,0,1
6/18/2012,11.0,25,96,18.0,18.0,0.8634999999999999,11.2,3,2,0,1
6/18/2012,12.0,29,134,19.0,19.0,0.8105,11.3,2,2,0,1
6/18/2012,13.0,50,172,19.8,19.8,0.7371,9.7,3,2,0,1
6/18/2012,14.0,59,160,19.9,19.9,0.6987000000000001,12.5,2,2,0,1
6/18/2012,15.0,61,175,20.7,20.7,0.7044,13.1,2,2,0,1
6/18/2012,16.0,53,278,20.9,20.9,0.7258,13.0,2,2,0,1
6/18/2012,17.0,54,664,21.0,21.0,0.7276,12.7,2,2,0,1
6/18/2012,18.0,47,594,21.6,21.6,0.7084,11.2,2,2,0,1
6/18/2012,19.0,51,407,21.6,21.6,0.7404000000000001,5.9,2,2,0,1
6/18/2012,20.0,45,313,21.5,21.5,0.7476999999999999,8.2,2,2,0,1
6/18/2012,21.0,34,228,21.5,21.5,0.7525,6.9,2,2,0,1
6/18/2012,22.0,21,142,21.5,21.5,0.7592,10.1,2,2,0,1
6/18/2012,23.0,17,57,20.9,20.9,0.7770999999999999,11.6,2,2,0,1
6/19/2012,0.0,5,29,20.8,20.8,0.7770999999999999,11.0,2,2,0,1
6/19/2012,1.0,1,13,20.8,20.8,0.7801,10.5,2,2,0,1
6/19/2012,2.0,1,13,20.8,20.8,0.7928000000000001,7.1,2,2,0,1
6/19/2012,3.0,1,7,20.6,20.6,0.8066,7.1,2,2,0,1
6/19/2012,4.0,1,9,20.5,20.5,0.8096,8.2,2,2,0,1
6/19/2012,5.0,3,33,20.5,20.5,0.8103,9.3,2,2,0,1
6/19/2012,6.0,9,150,20.4,20.4,0.8137000000000001,6.3,2,2,0,1
6/19/2012,7.0,18,459,20.7,20.7,0.8079999999999999,9.7,2,2,0,1
6/19/2012,8.0,40,625,20.9,20.9,0.7998000000000001,10.1,2,2,0,1
6/19/2012,9.0,40,285,21.7,21.7,0.797,4.5,2,2,0,1
6/19/2012,10.0,44,135,22.9,22.9,0.7359,5.4,1,2,0,1
6/19/2012,11.0,56,172,24.2,24.2,0.698,7.8,1,2,0,1
6/19/2012,12.0,70,221,26.1,26.1,0.6478,4.5,1,2,0,1
6/19/2012,13.0,69,202,27.9,29.3,0.5982999999999999,8.9,1,2,0,1
6/19/2012,14.0,61,162,28.9,30.8,0.5916,7.2,1,2,0,1
6/19/2012,15.0,72,186,30.0,32.5,0.5821000000000001,10.5,1,2,0,1
6/19/2012,16.0,48,282,30.8,33.5,0.5656,13.8,1,2,0,1
6/19/2012,17.0,86,718,30.8,33.5,0.5649000000000001,12.8,1,2,0,1
6/19/2012,18.0,90,697,30.9,33.7,0.5644,11.0,1,2,0,1
6/19/2012,19.0,82,430,30.6,34.0,0.5984,13.8,1,2,0,1
6/19/2012,20.0,59,387,30.3,33.0,0.5785,14.7,1,2,0,1
6/19/2012,21.0,37,238,28.4,30.8,0.6541,10.2,1,2,0,1
6/19/2012,22.0,51,236,26.6,26.6,0.7976000000000001,5.3,1,2,0,1
6/19/2012,23.0,22,101,26.2,26.2,0.8149,8.7,1,2,0,1
6/20/2012,0.0,5,47,25.3,25.3,0.8097,11.9,1,2,0,1
6/20/2012,1.0,7,20,24.6,24.6,0.8078,11.7,1,2,0,1
6/20/2012,2.0,1,5,23.8,23.8,0.8429000000000001,10.2,1,2,0,1
6/20/2012,3.0,2,6,23.8,23.8,0.8432,8.6,1,2,0,1
6/20/2012,4.0,1,6,23.5,23.5,0.8554999999999999,5.1,1,2,0,1
6/20/2012,5.0,2,37,23.5,23.5,0.8554999999999999,5.3,1,2,0,1
6/20/2012,6.0,9,154,23.0,23.0,0.8854000000000001,6.1,1,2,0,1
6/20/2012,7.0,19,440,23.9,23.9,0.8751000000000001,0.7,1,2,0,1
6/20/2012,8.0,42,593,25.7,25.7,0.8016,7.6,1,2,0,1
6/20/2012,9.0,40,267,27.0,29.2,0.7404000000000001,1.4,1,2,0,1
6/20/2012,10.0,41,123,31.7,34.7,0.5349,9.7,1,2,0,1
6/20/2012,11.0,54,132,32.8,35.7,0.4905,13.1,1,2,0,1
6/20/2012,12.0,30,150,33.9,37.0,0.46659999999999996,11.0,1,2,0,1
6/20/2012,13.0,48,161,34.1,36.4,0.4311,7.8,1,2,0,1
6/20/2012,14.0,56,133,35.0,36.9,0.39159999999999995,12.5,1,2,0,1
6/20/2012,15.0,36,141,35.9,37.4,0.3525,6.0,1,2,0,1
6/20/2012,16.0,51,283,35.9,37.5,0.3579,7.4,1,2,0,1
6/20/2012,17.0,80,606,35.9,37.1,0.34450000000000003,1.7,1,2,0,1
6/20/2012,18.0,81,588,36.0,38.2,0.37329999999999997,1.0,1,2,0,1
6/20/2012,19.0,89,442,34.8,36.2,0.37829999999999997,16.0,1,2,0,1
6/20/2012,20.0,81,315,33.8,35.1,0.39890000000000003,13.9,1,2,0,1
6/20/2012,21.0,42,296,32.2,33.9,0.4678,5.3,1,2,0,1
6/20/2012,22.0,31,222,30.8,32.5,0.5115,6.7,1,2,0,1
6/20/2012,23.0,21,101,29.3,31.7,0.616,6.7,1,2,0,1
6/21/2012,0.0,16,52,27.4,29.7,0.7112999999999999,5.1,1,3,0,1
6/21/2012,1.0,2,16,26.4,26.4,0.8009000000000001,7.8,1,3,0,1
6/21/2012,2.0,11,7,26.1,26.1,0.8251999999999999,6.9,1,3,0,1
6/21/2012,3.0,3,8,26.1,26.1,0.7752,0.7,1,3,0,1
6/21/2012,4.0,1,11,25.4,25.4,0.8565,4.5,1,3,0,1
6/21/2012,5.0,3,36,25.1,25.1,0.8606999999999999,6.3,1,3,0,1
6/21/2012,6.0,3,145,25.1,25.1,0.8562000000000001,4.5,1,3,0,1
6/21/2012,7.0,26,435,25.5,25.5,0.8415,4.5,1,3,0,1
6/21/2012,8.0,27,557,27.9,30.4,0.6970999999999999,0.7,1,3,0,1
6/21/2012,9.0,32,222,30.9,33.7,0.5559000000000001,12.5,1,3,0,1
6/21/2012,10.0,36,109,32.8,35.7,0.4903,7.9,1,3,0,1
6/21/2012,11.0,40,118,34.1,36.1,0.41659999999999997,8.9,1,3,0,1
6/21/2012,12.0,33,179,35.5,37.0,0.3617,10.8,1,3,0,1
6/21/2012,13.0,31,138,35.7,37.1,0.3502,4.9,1,3,0,1
6/21/2012,14.0,27,146,35.2,36.3,0.35979999999999995,11.0,1,3,0,1
6/21/2012,15.0,40,151,36.7,38.3,0.33659999999999995,10.8,1,3,0,1
6/21/2012,16.0,36,281,35.7,37.2,0.3531,9.7,1,3,0,1
6/21/2012,17.0,80,528,35.1,36.6,0.3736,1.4,1,3,0,1
6/21/2012,18.0,77,550,34.2,36.3,0.41969999999999996,12.8,1,3,0,1
6/21/2012,19.0,83,407,34.7,37.0,0.4083,14.3,1,3,0,1
6/21/2012,20.0,79,350,33.7,36.4,0.45299999999999996,12.3,1,3,0,1
6/21/2012,21.0,55,255,31.8,34.7,0.532,11.9,1,3,0,1
6/21/2012,22.0,22,218,30.3,34.6,0.6518,10.1,1,3,0,1
6/21/2012,23.0,12,131,30.1,33.5,0.6262,5.3,1,3,0,1
6/22/2012,0.0,16,75,28.6,32.2,0.7189,7.1,2,3,0,1
6/22/2012,1.0,3,28,28.3,32.3,0.7587,10.1,1,3,0,1
6/22/2012,2.0,0,12,27.8,31.3,0.7835,0.0,1,3,0,1
6/22/2012,3.0,1,6,27.5,30.9,0.7942,0.8,1,3,0,1
6/22/2012,4.0,3,7,28.1,30.9,0.6992,0.0,2,3,0,1
6/22/2012,5.0,3,35,27.6,29.8,0.6887000000000001,4.9,2,3,0,1
6/22/2012,6.0,4,117,27.5,29.6,0.6951,0.0,2,3,0,1
6/22/2012,7.0,19,336,27.7,29.1,0.6123,10.1,1,3,0,1
6/22/2012,8.0,49,553,29.0,30.5,0.5676,8.4,1,3,0,1
6/22/2012,9.0,55,275,29.3,31.1,0.5699000000000001,14.3,1,3,0,1
6/22/2012,10.0,52,132,31.1,33.1,0.5147999999999999,22.9,1,3,0,1
6/22/2012,11.0,75,158,31.3,32.9,0.4874,11.5,1,3,0,1
6/22/2012,12.0,63,190,32.9,35.6,0.486,9.4,1,3,0,1
6/22/2012,13.0,71,225,34.8,36.5,0.39159999999999995,13.5,1,3,0,1
6/22/2012,14.0,65,196,34.8,36.7,0.3932,14.0,1,3,0,1
6/22/2012,15.0,72,208,35.3,36.7,0.36310000000000003,23.7,3,3,0,1
6/22/2012,16.0,67,311,34.8,35.3,0.34130000000000005,14.3,3,3,0,1
6/22/2012,17.0,95,547,32.2,32.6,0.3986,11.4,1,3,0,1
6/22/2012,18.0,61,435,30.0,32.8,0.5929,11.2,3,3,0,1
6/22/2012,19.0,45,312,28.4,31.2,0.6822,11.6,3,3,0,1
6/22/2012,20.0,31,170,26.9,27.9,0.5982999999999999,31.3,2,3,0,1
6/22/2012,21.0,40,173,24.7,24.7,0.6694,16.9,3,3,0,1
6/22/2012,22.0,42,154,24.5,24.5,0.7240000000000001,7.8,1,3,0,1
6/22/2012,23.0,29,143,23.8,23.8,0.7506,0.5,1,3,0,1
6/23/2012,0.0,14,101,23.0,23.0,0.8262,0.6,1,3,0,0
6/23/2012,1.0,16,103,23.4,23.4,0.8105,7.8,1,3,0,0
6/23/2012,2.0,18,75,22.9,22.9,0.8391,10.8,2,3,0,0
6/23/2012,3.0,8,32,22.9,22.9,0.8395,4.5,1,3,0,0
6/23/2012,4.0,6,13,22.9,22.9,0.8390000000000001,10.2,2,3,0,0
6/23/2012,5.0,1,11,22.9,22.9,0.8376,11.7,2,3,0,0
6/23/2012,6.0,10,37,22.8,22.8,0.8425,5.1,1,3,0,0
6/23/2012,7.0,19,59,22.9,22.9,0.8395,10.5,1,3,0,0
6/23/2012,8.0,34,133,24.9,24.9,0.7045999999999999,14.3,1,3,0,0
6/23/2012,9.0,84,242,26.6,26.6,0.6232,12.5,1,3,0,0
6/23/2012,10.0,178,308,28.0,28.9,0.5497,11.4,1,3,0,0
6/23/2012,11.0,166,344,29.0,29.4,0.47759999999999997,13.5,1,3,0,0
6/23/2012,12.0,203,394,30.6,30.9,0.4388,12.5,1,3,0,0
6/23/2012,13.0,226,329,31.5,30.8,0.3432,13.1,1,3,0,0
6/23/2012,14.0,238,366,30.0,29.0,0.3298,16.3,1,3,0,0
6/23/2012,15.0,217,260,32.5,31.6,0.311,21.7,1,3,0,0
6/23/2012,16.0,196,311,32.5,31.0,0.2683,20.2,1,3,0,0
6/23/2012,17.0,214,316,31.8,30.2,0.2648,16.7,1,3,0,0
6/23/2012,18.0,194,284,31.6,30.1,0.2703,19.4,1,3,0,0
6/23/2012,19.0,184,236,30.6,29.2,0.28309999999999996,12.8,1,3,0,0
6/23/2012,20.0,158,226,29.6,28.6,0.3194,11.7,1,3,0,0
6/23/2012,21.0,99,217,28.3,27.6,0.3515,7.8,1,3,0,0
6/23/2012,22.0,101,172,26.9,26.8,0.4054,6.3,1,3,0,0
6/23/2012,23.0,69,151,25.6,25.6,0.4693,0.0,1,3,0,0
6/24/2012,0.0,31,130,24.8,24.8,0.5437,0.0,1,3,0,0
6/24/2012,1.0,39,86,24.0,24.0,0.5737,4.5,1,3,0,0
6/24/2012,2.0,34,79,24.0,24.0,0.5522,0.0,1,3,0,0
6/24/2012,3.0,19,41,23.2,23.2,0.6686,4.5,1,3,0,0
6/24/2012,4.0,4,9,22.9,22.9,0.6786,0.0,1,3,0,0
6/24/2012,5.0,1,7,21.4,21.4,0.7129000000000001,8.2,1,3,0,0
6/24/2012,6.0,6,18,21.8,21.8,0.6925,9.3,1,3,0,0
6/24/2012,7.0,23,48,22.4,22.4,0.708,6.7,1,3,0,0
6/24/2012,8.0,38,102,25.6,25.6,0.5803,0.8,1,3,0,0
6/24/2012,9.0,63,167,26.9,27.3,0.5101,0.7,1,3,0,0
6/24/2012,10.0,161,289,28.8,28.4,0.40340000000000004,0.0,1,3,0,0
6/24/2012,11.0,215,285,29.2,28.7,0.3898,8.9,1,3,0,0
6/24/2012,12.0,227,323,31.0,30.1,0.3386,12.9,1,3,0,0
6/24/2012,13.0,238,342,30.8,29.9,0.3383,17.1,1,3,0,0
6/24/2012,14.0,253,294,32.7,31.7,0.30469999999999997,19.5,1,3,0,0
6/24/2012,15.0,197,282,33.6,32.6,0.29350000000000004,14.6,1,3,0,0
6/24/2012,16.0,180,278,32.8,31.7,0.29960000000000003,16.1,1,3,0,0
6/24/2012,17.0,204,321,32.6,31.9,0.3234,16.2,1,3,0,0
6/24/2012,18.0,186,343,31.7,31.1,0.3515,16.3,1,3,0,0
6/24/2012,19.0,176,243,30.9,30.6,0.3889,19.1,1,3,0,0
6/24/2012,20.0,108,222,29.8,30.3,0.4656,14.7,1,3,0,0
6/24/2012,21.0,76,173,28.5,29.6,0.5573,12.9,1,3,0,0
6/24/2012,22.0,53,122,27.3,28.3,0.5674,6.3,1,3,0,0
6/24/2012,23.0,20,67,27.1,28.2,0.6102000000000001,6.7,1,3,0,0
6/25/2012,0.0,31,37,25.5,25.5,0.7103,8.6,1,3,0,1
6/25/2012,1.0,11,20,25.7,25.7,0.6672,12.9,1,3,0,1
6/25/2012,2.0,4,10,25.3,25.3,0.7245999999999999,13.1,1,3,0,1
6/25/2012,3.0,1,4,24.5,24.5,0.7284999999999999,14.7,1,3,0,1
6/25/2012,4.0,0,4,23.7,23.7,0.7943000000000001,15.2,1,3,0,1
6/25/2012,5.0,1,42,23.7,23.7,0.7576,10.5,1,3,0,1
6/25/2012,6.0,11,144,22.8,22.8,0.7876000000000001,11.0,1,3,0,1
6/25/2012,7.0,30,450,23.7,23.7,0.7583,13.8,1,3,0,1
6/25/2012,8.0,53,550,24.1,24.1,0.6990999999999999,12.2,1,3,0,1
6/25/2012,9.0,37,226,25.9,25.9,0.6563,12.8,1,3,0,1
6/25/2012,10.0,58,124,28.6,29.9,0.5616,10.8,1,3,0,1
6/25/2012,11.0,54,125,30.8,31.3,0.44520000000000004,21.3,1,3,0,1
6/25/2012,12.0,74,191,29.1,29.2,0.4498,20.7,1,3,0,1
6/25/2012,13.0,79,176,28.1,28.3,0.47350000000000003,25.0,2,3,0,1
6/25/2012,14.0,90,158,29.7,29.8,0.4384,16.6,1,3,0,1
6/25/2012,15.0,65,167,30.5,29.9,0.3657,19.6,1,3,0,1
6/25/2012,16.0,104,305,30.7,29.6,0.31739999999999996,25.0,1,3,0,1
6/25/2012,17.0,76,747,30.6,29.0,0.2502,30.9,1,3,0,1
6/25/2012,18.0,100,687,29.0,27.7,0.2692,29.4,1,3,0,1
6/25/2012,19.0,73,507,28.0,27.0,0.2602,30.3,1,3,0,1
6/25/2012,20.0,100,369,26.6,26.6,0.3096,28.6,1,3,0,1
6/25/2012,21.0,50,278,24.8,24.8,0.3032,20.9,1,3,0,1
6/25/2012,22.0,21,161,23.7,23.7,0.3006,24.3,1,3,0,1
6/25/2012,23.0,15,86,22.7,22.7,0.3337,21.3,1,3,0,1
6/26/2012,0.0,8,29,21.6,21.6,0.33990000000000004,21.0,1,3,0,1
6/26/2012,1.0,11,19,20.6,20.6,0.3638,23.7,1,3,0,1
6/26/2012,2.0,2,7,19.0,19.0,0.4179,17.3,1,3,0,1
6/26/2012,3.0,2,7,18.1,18.1,0.4339,17.9,1,3,0,1
6/26/2012,4.0,1,7,17.7,17.7,0.4561,19.5,1,3,0,1
6/26/2012,5.0,3,36,16.8,16.8,0.4841,23.7,1,3,0,1
6/26/2012,6.0,12,173,16.6,16.6,0.5246999999999999,19.7,1,3,0,1
6/26/2012,7.0,21,525,16.9,16.9,0.522,22.5,1,3,0,1
6/26/2012,8.0,34,616,18.8,18.8,0.4921,21.7,1,3,0,1
6/26/2012,9.0,30,291,19.9,19.9,0.4656,26.0,1,3,0,1
6/26/2012,10.0,37,152,21.9,21.9,0.4122,24.3,1,3,0,1
6/26/2012,11.0,46,187,23.1,23.1,0.3532,27.7,1,3,0,1
6/26/2012,12.0,80,224,24.0,24.0,0.3347,29.5,1,3,0,1
6/26/2012,13.0,74,229,25.5,25.5,0.307,31.2,1,3,0,1
6/26/2012,14.0,80,182,25.9,25.9,0.3011,31.8,1,3,0,1
6/26/2012,15.0,89,221,26.3,26.3,0.2896,30.7,1,3,0,1
6/26/2012,16.0,67,345,26.6,26.6,0.2732,31.6,1,3,0,1
6/26/2012,17.0,104,787,26.7,26.2,0.28190000000000004,27.9,1,3,0,1
6/26/2012,18.0,105,717,27.0,26.3,0.2779,23.5,1,3,0,1
6/26/2012,19.0,83,525,26.6,26.6,0.2852,15.2,1,3,0,1
6/26/2012,20.0,88,409,25.9,25.9,0.3019,17.7,1,3,0,1
6/26/2012,21.0,61,265,24.8,24.8,0.3427,11.9,1,3,0,1
6/26/2012,22.0,26,216,23.8,23.8,0.34409999999999996,16.1,1,3,0,1
6/26/2012,23.0,13,116,21.5,21.5,0.42200000000000004,8.7,1,3,0,1
6/27/2012,0.0,15,39,21.2,21.2,0.43810000000000004,11.8,1,3,0,1
6/27/2012,1.0,5,18,20.2,20.2,0.4568,10.1,1,3,0,1
6/27/2012,2.0,2,12,18.5,18.5,0.5189,7.8,1,3,0,1
6/27/2012,3.0,1,7,19.4,19.4,0.4919,5.3,1,3,0,1
6/27/2012,4.0,0,11,20.3,20.3,0.43560000000000004,15.0,1,3,0,1
6/27/2012,5.0,2,34,19.9,19.9,0.4671,16.7,1,3,0,1
6/27/2012,6.0,7,191,19.6,19.6,0.4808,17.6,1,3,0,1
6/27/2012,7.0,29,494,20.8,20.8,0.4474,22.5,1,3,0,1
6/27/2012,8.0,49,631,21.9,21.9,0.44549999999999995,21.8,1,3,0,1
6/27/2012,9.0,29,250,23.7,23.7,0.4182,23.1,1,3,0,1
6/27/2012,10.0,34,137,25.6,25.6,0.374,16.4,1,3,0,1
6/27/2012,11.0,64,144,27.7,26.9,0.31420000000000003,22.0,1,3,0,1
6/27/2012,12.0,77,239,28.7,27.6,0.2955,20.5,1,3,0,1
6/27/2012,13.0,77,240,30.4,29.0,0.27940000000000004,21.7,1,3,0,1
6/27/2012,14.0,78,189,30.6,29.0,0.249,24.1,1,3,0,1
6/27/2012,15.0,61,186,30.9,29.3,0.2556,31.2,1,3,0,1
6/27/2012,16.0,55,332,31.7,30.0,0.2491,29.4,1,3,0,1
6/27/2012,17.0,113,726,31.7,30.0,0.24719999999999998,25.8,1,3,0,1
6/27/2012,18.0,85,710,30.6,29.3,0.2866,22.6,1,3,0,1
6/27/2012,19.0,101,530,29.9,28.6,0.2905,21.4,1,3,0,1
6/27/2012,20.0,76,364,29.1,28.0,0.3078,12.5,1,3,0,1
6/27/2012,21.0,54,311,27.7,27.1,0.3565,8.5,1,3,0,1
6/27/2012,22.0,52,237,26.1,26.1,0.4177,4.5,1,3,0,1
6/27/2012,23.0,11,144,24.2,24.2,0.5041,7.8,1,3,0,1
