age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40,management,married,unknown,no,no,yes,telephone,jun,fri,17,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
53,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,21,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29,admin.,married,high.school,no,yes,no,telephone,jun,fri,21,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
33,self-employed,single,university.degree,no,unknown,unknown,telephone,jun,fri,38,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,admin.,married,high.school,no,yes,no,telephone,jun,fri,14,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29,unemployed,single,university.degree,no,no,no,telephone,jun,fri,6,17,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
51,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,fri,197,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,unknown,married,unknown,no,no,no,telephone,jun,fri,61,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32,admin.,married,university.degree,no,no,no,telephone,jun,fri,18,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29,admin.,married,university.degree,no,yes,no,telephone,jun,fri,9,16,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
48,blue-collar,married,professional.course,no,yes,yes,telephone,jun,fri,12,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,fri,15,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
51,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,60,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,unemployed,divorced,basic.9y,unknown,no,no,telephone,jun,fri,638,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40,admin.,single,university.degree,no,no,no,telephone,jun,mon,498,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,123,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
54,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,364,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
39,admin.,single,high.school,no,no,no,telephone,jun,tue,183,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
58,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,372,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
36,admin.,married,university.degree,no,yes,no,telephone,jun,wed,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
35,self-employed,married,professional.course,unknown,yes,no,telephone,jun,thu,29,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
37,admin.,single,university.degree,unknown,yes,no,telephone,jun,thu,179,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,75,5,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
50,admin.,married,high.school,no,no,no,telephone,jun,fri,513,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,admin.,single,high.school,no,no,no,telephone,jun,fri,140,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,blue-collar,married,unknown,unknown,no,no,telephone,jun,fri,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,326,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
30,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,153,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,349,5,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,281,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
29,services,divorced,high.school,no,yes,no,telephone,jun,fri,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
28,technician,single,university.degree,no,no,no,telephone,jun,mon,125,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
42,admin.,married,university.degree,no,no,no,telephone,jun,mon,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,admin.,single,high.school,no,no,no,telephone,jun,mon,202,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
39,admin.,single,high.school,no,no,yes,telephone,jun,mon,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
38,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue,292,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
58,management,married,university.degree,no,no,no,telephone,jul,tue,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
37,services,divorced,high.school,no,no,no,telephone,jul,tue,125,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
47,retired,married,basic.4y,no,no,no,telephone,jul,tue,484,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
47,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,tue,245,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
27,entrepreneur,single,university.degree,no,yes,no,telephone,jul,tue,420,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
26,blue-collar,married,university.degree,no,no,no,telephone,jul,wed,63,4,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
46,housemaid,married,basic.4y,no,yes,no,telephone,jul,wed,220,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
49,technician,single,high.school,no,yes,no,telephone,jul,wed,144,1,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
51,services,married,high.school,no,yes,no,telephone,jul,thu,158,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
58,technician,married,university.degree,no,no,no,telephone,jul,thu,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
34,management,married,university.degree,no,yes,no,telephone,jul,thu,652,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
37,technician,married,basic.9y,no,no,no,telephone,jul,thu,515,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
50,entrepreneur,married,professional.course,no,yes,no,telephone,jul,thu,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
30,services,married,basic.9y,no,no,yes,telephone,jul,thu,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,155,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
45,management,married,university.degree,unknown,no,yes,telephone,jul,fri,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
30,admin.,single,high.school,no,no,no,telephone,jul,fri,30,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
32,blue-collar,single,high.school,no,no,no,telephone,jul,fri,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
35,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
45,admin.,married,university.degree,no,no,no,telephone,jul,fri,45,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
29,admin.,married,basic.9y,no,yes,no,cellular,jul,fri,273,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
40,blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,304,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
34,technician,single,university.degree,no,no,yes,cellular,jul,mon,164,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,services,married,high.school,unknown,no,no,cellular,jul,mon,160,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40,blue-collar,married,basic.6y,no,no,no,telephone,jul,mon,63,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,technician,married,professional.course,unknown,no,no,cellular,jul,mon,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
51,management,married,basic.4y,no,no,no,cellular,jul,mon,104,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,360,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
49,admin.,divorced,high.school,no,no,no,cellular,jul,mon,21,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,223,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27,admin.,single,university.degree,no,no,no,cellular,jul,mon,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
28,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,248,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39,admin.,married,high.school,no,yes,no,cellular,jul,mon,201,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
51,technician,married,professional.course,no,no,yes,cellular,jul,mon,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,technician,married,high.school,no,unknown,unknown,cellular,jul,mon,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,admin.,married,university.degree,no,yes,no,cellular,jul,mon,46,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
53,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,933,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35,technician,married,basic.9y,no,yes,no,cellular,jul,mon,448,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,management,married,university.degree,no,yes,no,cellular,jul,mon,236,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1467,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
52,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,387,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,technician,married,basic.6y,no,yes,no,cellular,jul,mon,422,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,married,university.degree,no,no,no,telephone,jul,mon,211,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon,299,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,services,married,basic.9y,no,no,no,cellular,jul,mon,88,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
26,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon,104,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,technician,single,professional.course,unknown,yes,no,cellular,jul,mon,224,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,services,single,high.school,no,no,no,cellular,jul,mon,500,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,admin.,divorced,high.school,no,no,no,telephone,jul,mon,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40,management,married,university.degree,unknown,yes,no,cellular,jul,mon,16,34,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,technician,married,professional.course,no,yes,no,telephone,jul,mon,9,17,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,290,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,services,married,high.school,no,yes,no,cellular,jul,tue,24,26,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,admin.,divorced,high.school,no,yes,no,telephone,jul,tue,58,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,services,single,high.school,unknown,no,no,cellular,jul,tue,509,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
26,admin.,married,high.school,no,yes,yes,cellular,jul,tue,144,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,admin.,married,university.degree,no,no,yes,cellular,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,technician,married,high.school,unknown,yes,no,cellular,jul,tue,97,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,531,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
26,admin.,married,high.school,no,no,no,cellular,jul,tue,260,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,technician,married,professional.course,unknown,no,no,cellular,jul,tue,455,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,management,single,university.degree,no,yes,no,cellular,jul,tue,201,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,admin.,single,unknown,no,no,no,cellular,jul,tue,574,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,401,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,management,single,university.degree,unknown,yes,yes,cellular,jul,tue,92,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,entrepreneur,married,professional.course,no,yes,no,cellular,jul,tue,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,325,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,technician,single,high.school,no,no,no,cellular,jul,tue,116,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,technician,single,university.degree,no,no,yes,cellular,jul,tue,1082,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
40,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,admin.,single,high.school,no,no,yes,cellular,jul,tue,586,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,technician,single,professional.course,unknown,no,no,cellular,jul,tue,97,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,management,married,university.degree,no,yes,no,cellular,jul,tue,604,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,221,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,tue,138,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,married,unknown,no,yes,yes,cellular,jul,tue,301,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,married,unknown,no,yes,no,telephone,jul,tue,460,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,retired,married,basic.6y,no,no,no,cellular,jul,tue,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,management,married,university.degree,no,yes,no,telephone,jul,tue,336,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,services,married,basic.6y,unknown,yes,no,cellular,jul,tue,326,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,483,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,687,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
35,admin.,married,university.degree,no,no,no,cellular,jul,tue,480,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,single,high.school,no,yes,no,cellular,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,227,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,married,high.school,no,yes,no,cellular,jul,tue,333,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,admin.,married,high.school,no,yes,no,cellular,jul,tue,369,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,services,married,high.school,no,no,no,cellular,jul,tue,329,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,retired,divorced,university.degree,unknown,unknown,unknown,cellular,jul,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,divorced,university.degree,no,yes,no,cellular,jul,wed,136,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,high.school,no,yes,no,cellular,jul,wed,1272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,blue-collar,divorced,basic.9y,no,yes,no,telephone,jul,wed,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,services,single,professional.course,no,yes,no,cellular,jul,wed,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,services,single,professional.course,no,yes,no,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,services,married,basic.9y,unknown,yes,no,telephone,jul,wed,25,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,unemployed,married,basic.9y,unknown,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
43,admin.,married,university.degree,unknown,yes,no,cellular,jul,wed,290,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,52,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22,student,single,high.school,no,no,yes,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,admin.,single,high.school,no,no,no,cellular,jul,wed,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,unemployed,married,university.degree,unknown,yes,no,cellular,jul,wed,113,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
24,services,single,high.school,no,yes,no,cellular,jul,wed,242,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,205,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,jul,wed,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,management,divorced,basic.6y,unknown,yes,yes,cellular,jul,wed,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin.,married,university.degree,no,no,no,telephone,jul,wed,672,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,services,single,university.degree,no,yes,no,cellular,jul,wed,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,services,single,high.school,no,no,no,cellular,jul,wed,643,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,entrepreneur,married,professional.course,no,no,no,cellular,jul,wed,736,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,blue-collar,single,university.degree,no,yes,no,cellular,jul,wed,458,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,admin.,single,university.degree,no,yes,no,telephone,jul,wed,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,181,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,601,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,admin.,married,high.school,no,yes,no,cellular,jul,wed,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,technician,married,university.degree,no,unknown,unknown,telephone,jul,wed,446,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
58,retired,married,basic.4y,no,no,no,cellular,jul,wed,1014,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
32,admin.,single,university.degree,no,no,no,telephone,jul,wed,85,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,married,university.degree,no,no,no,telephone,jul,wed,19,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,management,divorced,basic.6y,unknown,no,no,telephone,jul,wed,297,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,43,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,technician,single,university.degree,no,yes,no,cellular,jul,wed,115,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,services,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,retired,married,basic.4y,no,yes,no,cellular,jul,thu,496,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,services,married,high.school,no,no,no,cellular,jul,thu,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,technician,single,university.degree,no,yes,no,cellular,jul,thu,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,management,married,university.degree,no,yes,no,cellular,jul,thu,1019,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
55,services,married,high.school,no,no,yes,cellular,jul,thu,371,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,218,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,217,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,thu,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
49,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,services,single,professional.course,no,yes,no,cellular,jul,thu,384,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,single,high.school,no,yes,no,cellular,jul,thu,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,thu,633,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,university.degree,unknown,no,no,cellular,jul,thu,793,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,technician,single,university.degree,no,yes,no,cellular,jul,thu,285,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,single,high.school,no,yes,no,telephone,jul,thu,532,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,services,married,high.school,no,no,no,telephone,jul,thu,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,unknown,single,professional.course,no,yes,no,telephone,jul,thu,73,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
